IdHotelu;Nazwa;Adres;StandardHotelu;ZakresWyzywienia;LiczbaPokoi2;LiczbaPokoi3;LiczbaPokoi4;Udogodnienie
212;Hotel_Dublin_212;Ul. Plazowa 189, Dublin, Ireland;3;polpension;57;28;8;Usluga pralni i prasowania
213;Hotel_Dublin_213;Ul. Glowna 146, Dublin, Ireland;3;sniadania;141;25;28;Calodobowa recepcja
214;Hotel_Dublin_214;Ul. Przykladowa 54, Dublin, Ireland;5;bez wyzywienia;30;24;22;Udogodnienia dla rodzin
215;Hotel_Dublin_215;Ul. Glowna 7, Dublin, Ireland;2;bez wyzywienia;124;40;12;Spa i strefa wellness
216;Hotel_Cork_216;Ul. Kwiatowa 167, Cork, Ireland;4;pelne wyzywienie;53;36;1;sniadanie w cenie
217;Hotel_Cork_217;Ul. Kwiatowa 241, Cork, Ireland;3;sniadania;39;23;19;Transfer z/na lotnisko
218;Hotel_Cork_218;Ul. Centralna 274, Cork, Ireland;3;sniadania;40;11;9;Centrum biznesowe / sala konferencyjna
219;Hotel_Reykjavik_219;Ul. Przykladowa 39, Reykjavik, Iceland;5;sniadania;72;42;23;Klimatyzacja w pokojach
220;Hotel_Reykjavik_220;Ul. Glowna 55, Reykjavik, Iceland;3;bez wyzywienia;12;6;0;Klimatyzacja w pokojach
221;Hotel_Akureyri_221;Ul. Przykladowa 154, Akureyri, Iceland;3;polpension;63;48;9;Udogodnienia dla osob niepelnosprawnych
222;Hotel_Akureyri_222;Ul. Centralna 232, Akureyri, Iceland;5;pelne wyzywienie;53;3;10;Restauracja lub bar hotelowy
223;Hotel_Akureyri_223;Ul. Kwiatowa 289, Akureyri, Iceland;3;bez wyzywienia;27;48;16;Udogodnienia dla rodzin
224;Hotel_Akureyri_224;Ul. Przykladowa 206, Akureyri, Iceland;3;bez wyzywienia;85;20;4;Usluga pralni i prasowania
225;Hotel_Akureyri_225;Ul. Przykladowa 192, Akureyri, Iceland;3;sniadania;178;9;14;Parking (bezplatny lub platny)
226;Hotel_Warsaw_226;Ul. Plazowa 89, Warsaw, Poland;3;bez wyzywienia;30;25;18;sniadanie w cenie
227;Hotel_Warsaw_227;Ul. Centralna 96, Warsaw, Poland;4;pelne wyzywienie;98;4;9;Mini bar lub lodowka
228;Hotel_Krakow_228;Ul. Glowna 285, Krakow, Poland;2;sniadania;23;4;18;Czajnik, kawa i herbata w pokoju
229;Hotel_Krakow_229;Ul. Przykladowa 256, Krakow, Poland;3;pelne wyzywienie;171;26;11;Usluga pralni i prasowania
230;Hotel_Krakow_230;Ul. Centralna 234, Krakow, Poland;4;sniadania;52;21;4;Klimatyzacja w pokojach
231;Hotel_Gdansk_231;Ul. Glowna 128, Gdansk, Poland;5;pelne wyzywienie;62;1;6;sniadanie w cenie
232;Hotel_Gdansk_232;Ul. Kwiatowa 125, Gdansk, Poland;5;polpension;151;33;14;Usluga pralni i prasowania
