Miejscowosc;Termin;Cena;LiczbaOsob
Paris;2024-10-16;395;4
Paris;2022-09-10;395;41
Toronto;2022-03-24;98;5
Toronto;2021-07-30;98;4
Toronto;2023-03-05;98;33
Barcelona;2024-01-04;195;10
Barcelona;2020-09-13;195;29
Barcelona;2024-03-15;195;2
Sydney;2020-11-09;62;19
Sydney;2023-09-12;62;11
Sydney;2021-02-27;62;40
Paris;2024-12-08;389;33
Paris;2025-10-10;389;30
Paris;2023-08-31;389;18
Hamburg;2021-01-17;258;15
Hamburg;2025-12-03;258;21
Hamburg;2022-01-09;258;11
Munich;2025-12-16;226;31
Munich;2022-08-17;226;5
Munich;2021-01-20;226;15
Cairo;2023-07-13;315;13
Cairo;2020-11-30;315;46
Cairo;2025-03-03;315;9
Mumbai;2020-01-21;235;3
Mumbai;2025-09-28;235;16
Mumbai;2021-07-21;235;8
Hamburg;2022-07-17;233;17
Hamburg;2023-10-29;233;11
Hamburg;2021-02-23;233;6
Burgas;2024-09-27;180;7
Burgas;2022-10-20;180;11
Burgas;2024-09-03;180;39
Cairo;2024-01-28;349;22
Cairo;2025-01-14;349;6
Cairo;2023-08-26;349;36
Venice;2023-05-08;212;25
Venice;2025-11-30;212;9
Venice;2024-11-09;212;5
Lisbon;2025-05-31;332;3
Lisbon;2024-02-11;332;3
Lisbon;2024-12-26;332;20
Venice;2022-03-03;283;13
Venice;2025-01-12;283;20
Venice;2022-09-16;283;20
Dubrovnik;2025-08-27;200;13
Dubrovnik;2022-01-24;200;11
Dubrovnik;2022-03-29;200;34
Mumbai;2022-01-21;252;42
Mumbai;2021-11-03;252;28
Mumbai;2024-11-26;252;24
Amsterdam;2021-09-11;212;24
Amsterdam;2024-10-12;212;3
Amsterdam;2021-03-22;212;11
Salzburg;2021-09-23;225;7
Salzburg;2020-03-30;225;9
Salzburg;2023-06-03;225;3
Krakow;2025-10-16;255;7
Krakow;2022-06-28;255;13
Krakow;2021-11-08;255;17
Montreal;2024-04-05;312;22
Montreal;2023-05-31;312;40
Montreal;2022-07-30;312;39
Delhi;2023-10-19;125;10
Delhi;2021-08-21;125;12
Delhi;2022-06-07;125;2
Munich;2021-04-07;140;3
Munich;2023-03-26;140;12
Munich;2021-06-21;140;47
Antalya;2024-04-04;238;15
Antalya;2024-08-29;238;10
Antalya;2024-02-15;238;15
Amsterdam;2022-10-29;224;4
Amsterdam;2021-02-24;224;13
Amsterdam;2020-03-24;224;13
Athens;2025-10-02;192;8
Athens;2020-08-11;192;7
Athens;2020-12-23;192;13
Manchester;2022-12-06;96;33
Manchester;2024-01-15;96;14
Manchester;2025-01-26;96;7
Salzburg;2022-04-02;257;3
Salzburg;2024-09-13;257;4
Salzburg;2025-06-10;257;8
Gdansk;2022-06-13;248;9
Gdansk;2025-09-10;248;34
Gdansk;2022-04-28;248;10
Burgas;2023-01-15;386;6
Burgas;2024-10-05;386;8
Burgas;2021-12-09;386;10
Thessaloniki;2020-09-22;153;3
Thessaloniki;2023-08-29;153;7
Thessaloniki;2021-04-23;153;3
Cork;2020-05-04;131;14
Cork;2020-05-24;131;26
Cork;2020-02-16;131;12
Sydney;2023-04-28;271;4
Sydney;2022-03-07;271;12
Sydney;2025-06-01;271;1
Osaka;2025-09-11;219;2
Osaka;2021-02-17;219;6
Osaka;2022-04-22;219;9
Berlin;2024-07-17;257;10
Berlin;2023-11-02;257;9
Berlin;2024-06-10;257;15
Burgas;2024-02-12;251;1
Burgas;2024-08-03;251;1
Burgas;2024-09-05;251;14
Salzburg;2025-04-02;379;9
Salzburg;2020-10-25;379;14
Salzburg;2025-11-10;379;19
Vienna;2023-04-14;103;10
Vienna;2025-04-20;103;4
Vienna;2024-03-24;103;7
Paris;2020-12-04;122;40
Paris;2022-12-24;122;5
Paris;2020-12-24;122;32
Athens;2024-11-14;79;35
Athens;2020-05-17;79;17
Athens;2025-11-14;79;8
Antwerp;2022-11-01;264;10
Antwerp;2022-06-05;264;1
Antwerp;2023-01-15;264;23
Gdansk;2025-01-17;230;27
Gdansk;2020-03-14;230;3
Gdansk;2023-08-06;230;12
Melbourne;2023-03-10;238;34
Melbourne;2021-10-20;238;17
Melbourne;2024-09-17;238;36
Venice;2021-07-01;150;25
Venice;2024-12-09;150;2
Venice;2022-12-15;150;25
Split;2023-09-18;371;5
Split;2021-11-30;371;6
Split;2021-09-29;371;12
Paris;2024-08-08;183;47
Paris;2020-09-07;183;21
Paris;2022-07-16;183;19
Porto;2020-09-08;322;5
Porto;2022-11-04;322;12
Porto;2022-12-24;322;3
Warsaw;2021-04-01;195;6
Warsaw;2023-07-23;195;8
Warsaw;2025-07-28;195;12
Burgas;2024-07-20;269;3
Burgas;2023-03-07;269;3
Burgas;2022-03-13;269;7
Rome;2023-07-15;300;13
Rome;2025-11-05;300;6
Rome;2021-12-06;300;9
Thessaloniki;2023-07-17;277;18
Thessaloniki;2024-02-26;277;9
Thessaloniki;2025-01-29;277;13
Casablanca;2023-09-08;58;3
Casablanca;2023-07-29;58;7
Casablanca;2021-04-12;58;22
Zurich;2022-12-15;397;4
Zurich;2022-03-24;397;28
Zurich;2025-07-11;397;12
Miami;2024-12-02;295;13
Miami;2024-07-26;295;12
Miami;2020-05-20;295;12
Hammamet;2023-03-09;287;12
Hammamet;2021-04-13;287;9
Hammamet;2024-09-02;287;28
Bergen;2022-11-12;266;14
Bergen;2022-02-14;266;12
Bergen;2024-08-21;266;10
Cork;2021-06-16;153;7
Cork;2021-03-20;153;11
Cork;2023-03-19;153;19
Tokyo;2020-05-08;122;15
Tokyo;2020-09-10;122;14
Tokyo;2021-09-20;122;45
Geneva;2023-01-22;198;12
Geneva;2021-10-21;198;1
Geneva;2022-12-07;198;40
Melbourne;2021-01-31;286;18
Melbourne;2024-01-03;286;1
Melbourne;2020-04-02;286;26
Miami;2020-03-29;60;5
Miami;2023-11-01;60;3
Miami;2020-07-13;60;5
Marrakesh;2022-09-09;78;29
Marrakesh;2024-10-03;78;3
Marrakesh;2020-06-10;78;16
Miami;2020-10-22;170;12
Miami;2023-10-02;170;25
Miami;2025-01-26;170;1
Barcelona;2021-06-18;96;2
Barcelona;2020-10-16;96;15
Barcelona;2024-12-22;96;12
Madrid;2025-12-30;200;5
Madrid;2020-01-03;200;5
Madrid;2022-02-18;200;12
Warsaw;2025-04-13;138;11
Warsaw;2025-12-17;138;18
Warsaw;2023-02-08;138;8
Cairo;2022-06-27;185;3
Cairo;2025-05-01;185;17
Cairo;2025-08-16;185;9
Osaka;2020-07-08;169;9
Osaka;2024-05-04;169;6
Osaka;2021-01-29;169;4
Antwerp;2022-07-30;48;19
Antwerp;2023-04-12;48;13
Antwerp;2020-12-20;48;2
Nice;2022-01-10;261;29
Nice;2020-03-28;261;6
Nice;2025-04-29;261;3
Antwerp;2024-12-20;264;21
Antwerp;2025-09-25;264;23
Antwerp;2020-12-15;264;18
Osaka;2020-05-15;244;5
Osaka;2021-04-25;244;3
Osaka;2022-03-10;244;12
Aarhus;2025-07-04;197;33
Aarhus;2025-08-13;197;1
Aarhus;2021-09-11;197;26
Venice;2024-10-18;310;16
Venice;2020-06-05;310;2
Venice;2021-06-10;310;9
Zurich;2024-07-07;340;3
Zurich;2025-06-13;340;36
Zurich;2020-04-21;340;6
Delhi;2020-12-13;186;3
Delhi;2025-09-05;186;31
Delhi;2022-05-15;186;14
Toronto;2024-01-10;244;27
Toronto;2020-05-01;244;5
Toronto;2023-07-04;244;21
Shanghai;2020-08-12;205;5
Shanghai;2023-10-04;205;30
Shanghai;2023-05-01;205;34
Bergen;2024-09-24;331;9
Bergen;2022-10-02;331;21
Bergen;2025-12-11;331;12
Edinburgh;2023-04-05;122;28
Edinburgh;2025-11-26;122;14
Edinburgh;2023-07-13;122;8
Casablanca;2020-08-29;50;10
Casablanca;2021-04-12;50;6
Casablanca;2025-12-09;50;11
Krakow;2021-01-30;180;23
Krakow;2020-08-28;180;10
Krakow;2022-06-26;180;3
Reykjavik;2022-05-24;68;21
Reykjavik;2025-01-29;68;18
Reykjavik;2022-11-21;68;20
Sofia;2023-03-25;179;18
Sofia;2021-03-17;179;17
Sofia;2025-11-04;179;11
Rotterdam;2022-11-21;398;10
Rotterdam;2025-11-17;398;11
Rotterdam;2022-12-06;398;6
Akureyri;2023-09-07;377;2
Akureyri;2021-03-20;377;6
Akureyri;2021-06-20;377;17
Tokyo;2023-08-16;233;4
Tokyo;2024-04-10;233;7
Tokyo;2025-09-08;233;1
Tunis;2022-09-10;233;21
Tunis;2020-11-21;233;19
Tunis;2024-05-03;233;10
Melbourne;2020-09-23;305;8
Melbourne;2024-02-14;305;20
Melbourne;2021-04-02;305;3
Reykjavik;2023-09-30;211;6
Reykjavik;2024-03-15;211;27
Reykjavik;2023-10-17;211;30
Copenhagen;2025-04-30;241;3
Copenhagen;2020-12-19;241;5
Copenhagen;2023-07-11;241;46
Shanghai;2021-09-27;135;3
Shanghai;2023-12-14;135;2
Shanghai;2021-11-29;135;9
Dubrovnik;2024-12-06;332;4
Dubrovnik;2024-08-13;332;16
Dubrovnik;2025-05-24;332;8
Antalya;2022-12-18;377;15
Antalya;2021-12-14;377;10
Antalya;2025-11-08;377;2
Beijing;2024-10-31;231;13
Beijing;2022-08-03;231;14
Beijing;2024-08-04;231;3
Munich;2025-11-12;258;15
Munich;2020-06-17;258;21
Munich;2025-09-10;258;25
Casablanca;2022-06-30;189;32
Casablanca;2020-08-29;189;30
Casablanca;2024-09-11;189;29
Cork;2023-11-30;265;32
Cork;2023-10-27;265;3
Cork;2023-10-02;265;33
Montreal;2021-04-29;54;16
Montreal;2022-12-17;54;19
Montreal;2025-04-29;54;1
Milan;2025-03-10;157;19
Milan;2020-12-29;157;39
Milan;2021-05-11;157;31
Lyon;2021-03-05;284;35
Lyon;2021-08-13;284;4
Lyon;2024-01-31;284;9
Antalya;2021-01-02;236;24
Antalya;2025-11-19;236;25
Antalya;2025-02-14;236;3
Split;2024-03-28;251;13
Split;2021-03-28;251;7
Split;2020-03-17;251;36
Salzburg;2024-01-10;391;2
Salzburg;2023-09-08;391;17
Salzburg;2021-03-09;391;18
Hurghada;2024-08-26;188;27
Hurghada;2023-09-12;188;40
Hurghada;2020-08-11;188;9
Mumbai;2021-02-03;65;13
Mumbai;2021-12-27;65;11
Mumbai;2023-03-10;65;6
Shanghai;2025-05-27;196;13
Shanghai;2023-05-01;196;7
Shanghai;2024-10-25;196;3
Split;2021-10-12;95;2
Split;2025-08-31;95;23
Split;2022-01-22;95;31
Brussels;2024-01-19;117;15
Brussels;2024-04-13;117;20
Brussels;2025-03-25;117;5
Zurich;2023-07-10;287;40
Zurich;2024-09-27;287;3
Zurich;2025-01-22;287;40
Split;2020-12-18;304;19
Split;2020-05-28;304;9
Split;2024-03-24;304;32
Dublin;2024-11-01;340;10
Dublin;2022-03-10;340;7
Dublin;2022-05-23;340;6
Akureyri;2024-08-29;83;11
Akureyri;2022-04-19;83;27
Akureyri;2024-11-26;83;10
Marrakesh;2024-03-04;170;2
Marrakesh;2020-01-20;170;16
Marrakesh;2025-12-04;170;15
Dublin;2021-08-09;261;38
Dublin;2021-03-03;261;3
Dublin;2022-09-01;261;7
Copenhagen;2021-12-14;146;16
Copenhagen;2022-01-08;146;8
Copenhagen;2021-01-10;146;1
Sofia;2025-07-31;110;21
Sofia;2021-07-05;110;3
Sofia;2023-02-21;110;14
Geneva;2024-09-30;116;8
Geneva;2025-12-01;116;9
Geneva;2020-06-11;116;14
Amsterdam;2022-01-26;262;21
Amsterdam;2020-06-28;262;8
Amsterdam;2020-08-31;262;25
Istanbul;2023-05-27;322;6
Istanbul;2022-02-05;322;9
Istanbul;2024-08-07;322;5
Casablanca;2021-05-12;397;11
Casablanca;2020-07-19;397;17
Casablanca;2024-04-25;397;31
Delhi;2023-07-25;268;2
Delhi;2020-02-09;268;9
Delhi;2024-05-31;268;8
Gothenburg;2024-07-08;123;10
Gothenburg;2025-05-28;123;23
Gothenburg;2021-10-02;123;6
Barcelona;2025-04-25;310;12
Barcelona;2025-08-05;310;26
Barcelona;2023-08-30;310;19
Cairo;2025-07-01;79;10
Cairo;2024-06-11;79;35
Cairo;2023-10-02;79;26
Brussels;2020-05-30;190;50
Brussels;2024-06-21;190;10
Brussels;2020-09-12;190;10
Valencia;2023-06-25;113;3
Valencia;2021-04-17;113;21
Valencia;2020-06-10;113;24
Tokyo;2022-06-11;246;14
Tokyo;2022-08-26;246;35
Tokyo;2021-12-05;246;18
Casablanca;2025-04-19;50;3
Casablanca;2021-07-15;50;40
Casablanca;2023-05-28;50;4
Rotterdam;2025-07-06;192;2
Rotterdam;2021-01-29;192;9
Rotterdam;2022-12-06;192;6
Geneva;2025-02-28;241;1
Geneva;2025-03-13;241;14
Geneva;2024-12-04;241;23
Thessaloniki;2021-08-24;186;4
Thessaloniki;2025-11-25;186;9
Thessaloniki;2022-11-20;186;18
Milan;2024-06-26;358;27
Milan;2022-07-12;358;31
Milan;2023-09-16;358;42
Manchester;2020-06-13;374;3
Manchester;2025-10-23;374;5
Manchester;2025-04-26;374;2
Dubrovnik;2024-04-27;290;37
Dubrovnik;2021-11-02;290;35
Dubrovnik;2020-10-27;290;12
Cairo;2022-10-16;293;12
Cairo;2021-04-29;293;7
Cairo;2024-12-18;293;12
Mumbai;2025-02-17;220;3
Mumbai;2024-10-23;220;20
Mumbai;2024-11-03;220;5
Aarhus;2022-01-05;183;11
Aarhus;2024-11-19;183;30
Aarhus;2020-06-05;183;9
Salzburg;2020-06-25;399;32
Salzburg;2022-09-26;399;9
Salzburg;2020-10-21;399;9
Lisbon;2022-05-27;63;2
Lisbon;2024-10-10;63;11
Lisbon;2025-07-14;63;21
Oslo;2021-11-06;168;12
Oslo;2024-09-05;168;1
Oslo;2021-02-15;168;13
Mumbai;2025-05-19;175;19
Mumbai;2022-11-30;175;13
Mumbai;2025-11-23;175;40
Delhi;2024-07-09;400;26
Delhi;2020-10-17;400;33
Delhi;2021-06-30;400;3
Toronto;2023-04-27;50;2
Toronto;2021-05-03;50;5
Toronto;2025-06-04;50;11
Casablanca;2025-08-19;169;1
Casablanca;2024-10-05;169;4
Casablanca;2021-12-25;169;29
Burgas;2022-04-28;80;22
Burgas;2025-05-02;80;10
Burgas;2022-06-22;80;1
Hamburg;2024-07-07;161;24
Hamburg;2023-06-10;161;1
Hamburg;2024-03-08;161;8
Nice;2023-12-21;368;10
Nice;2024-04-04;368;26
Nice;2022-07-25;368;20
Mumbai;2024-04-27;200;5
Mumbai;2024-06-26;200;15
Mumbai;2021-10-12;200;9
Copenhagen;2021-03-04;183;5
Copenhagen;2022-02-22;183;6
Copenhagen;2025-12-19;183;18
Shanghai;2021-02-15;365;9
Shanghai;2020-03-31;365;14
Shanghai;2024-09-08;365;44
Berlin;2021-07-18;382;6
Berlin;2025-01-29;382;29
Berlin;2023-11-27;382;46
Casablanca;2020-03-11;123;5
Casablanca;2024-12-07;123;4
Casablanca;2023-10-28;123;36
Melbourne;2024-12-05;60;13
Melbourne;2020-01-20;60;18
Melbourne;2022-04-08;60;6
Rotterdam;2023-12-24;339;17
Rotterdam;2020-06-04;339;1
Rotterdam;2021-06-09;339;14
Hammamet;2020-03-03;129;8
Hammamet;2021-09-02;129;33
Hammamet;2023-05-03;129;2
Milan;2023-02-10;237;9
Milan;2020-10-07;237;27
Milan;2022-08-28;237;37
Hurghada;2024-02-07;370;9
Hurghada;2022-03-21;370;20
Hurghada;2022-11-11;370;26
Nice;2021-10-23;63;1
Nice;2025-07-23;63;38
Nice;2020-07-27;63;3
Tokyo;2021-03-06;364;12
Tokyo;2024-08-12;364;9
Tokyo;2022-11-26;364;5
Hammamet;2023-08-01;301;3
Hammamet;2023-04-25;301;27
Hammamet;2025-03-23;301;3
Bergen;2023-08-25;383;14
Bergen;2023-01-16;383;25
Bergen;2022-03-02;383;13
Vienna;2023-04-28;205;1
Vienna;2021-07-01;205;6
Vienna;2021-12-16;205;5
Warsaw;2020-10-04;120;23
Warsaw;2022-01-10;120;12
Warsaw;2022-08-12;120;26
Berlin;2023-02-15;135;9
Berlin;2024-05-08;135;1
Berlin;2023-11-06;135;20
Vienna;2024-10-16;272;9
Vienna;2025-12-14;272;18
Vienna;2022-07-03;272;8
Munich;2023-01-24;388;8
Munich;2020-07-21;388;3
Munich;2021-04-21;388;7
Toronto;2020-02-09;172;1
Toronto;2025-05-25;172;27
Toronto;2020-05-01;172;2
Lyon;2020-07-08;211;7
Lyon;2020-01-02;211;2
Lyon;2023-03-15;211;3
Split;2025-01-29;354;10
Split;2022-09-26;354;12
Split;2020-03-15;354;8
Brussels;2020-08-23;396;7
Brussels;2025-06-19;396;15
Brussels;2020-03-05;396;14
Sydney;2025-04-11;180;3
Sydney;2024-08-09;180;19
Sydney;2022-01-17;180;37
Prague;2020-08-21;125;37
Prague;2021-01-17;125;11
Prague;2020-12-23;125;4
Copenhagen;2022-03-02;148;5
Copenhagen;2020-09-26;148;17
Copenhagen;2025-11-28;148;14
Antwerp;2022-08-29;50;5
Antwerp;2023-05-18;50;18
Antwerp;2020-12-25;50;12
Beijing;2025-09-22;199;44
Beijing;2023-08-08;199;36
Beijing;2025-01-11;199;4
Antalya;2025-04-07;175;21
Antalya;2021-04-28;175;25
Antalya;2024-03-13;175;21
Delhi;2024-05-11;175;27
Delhi;2021-04-28;175;10
Delhi;2022-06-19;175;2
Nice;2024-03-03;131;16
Nice;2024-06-07;131;8
Nice;2023-01-06;131;5
Brussels;2024-08-18;153;4
Brussels;2025-08-17;153;27
Brussels;2023-02-22;153;36
Valencia;2025-07-16;180;9
Valencia;2024-08-28;180;16
Valencia;2021-07-15;180;7
Lyon;2020-05-08;236;21
Lyon;2024-09-03;236;30
Lyon;2022-08-11;236;12
Hammamet;2025-07-22;170;5
Hammamet;2025-02-25;170;4
Hammamet;2024-11-19;170;7
Split;2021-03-11;370;39
Split;2020-11-23;370;2
Split;2020-02-13;370;13
Montreal;2025-04-21;73;47
Montreal;2020-05-04;73;36
Montreal;2021-05-16;73;31
Hurghada;2023-11-13;380;14
Hurghada;2024-12-03;380;20
Hurghada;2023-09-14;380;14
Sofia;2024-08-20;89;2
Sofia;2023-10-15;89;8
Sofia;2024-02-08;89;7
New York;2023-06-03;362;16
New York;2025-04-24;362;21
New York;2022-12-17;362;4
Brussels;2025-12-03;299;35
Brussels;2020-05-19;299;12
Brussels;2022-06-27;299;17
Prague;2025-05-21;108;9
Prague;2022-02-05;108;30
Prague;2025-08-31;108;24
Amsterdam;2025-06-05;89;6
Amsterdam;2024-09-22;89;6
Amsterdam;2021-12-13;89;14
Sofia;2021-11-21;90;19
Sofia;2020-12-13;90;3
Sofia;2020-07-19;90;17
Montreal;2021-04-14;170;14
Montreal;2025-03-14;170;10
Montreal;2020-04-11;170;11
Delhi;2020-01-28;286;25
Delhi;2020-08-05;286;16
Delhi;2022-04-17;286;36
Porto;2024-03-06;274;11
Porto;2022-01-27;274;32
Porto;2025-10-14;274;48
Antalya;2024-12-12;289;8
Antalya;2023-02-17;289;6
Antalya;2020-09-18;289;2
Istanbul;2021-07-31;96;16
Istanbul;2021-09-11;96;9
Istanbul;2023-06-18;96;2
Zurich;2024-02-16;70;3
Zurich;2020-05-09;70;43
Zurich;2021-04-27;70;1
Bergen;2020-02-25;175;2
Bergen;2025-07-14;175;15
Bergen;2025-01-16;175;23
Vienna;2020-11-21;155;1
Vienna;2021-06-26;155;17
Vienna;2025-08-04;155;12
Split;2024-01-07;223;40
Split;2023-08-29;223;22
Split;2024-01-06;223;31
Melbourne;2025-05-28;211;8
Melbourne;2024-04-09;211;1
Melbourne;2024-10-19;211;18
Stockholm;2020-03-22;67;1
Stockholm;2024-11-30;67;5
Stockholm;2025-08-05;67;19
Krakow;2022-05-31;346;33
Krakow;2021-10-13;346;28
Krakow;2024-03-12;346;7
Casablanca;2022-01-07;191;17
Casablanca;2023-12-21;191;16
Casablanca;2025-04-22;191;20
Shanghai;2021-07-20;215;17
Shanghai;2022-07-31;215;9
Shanghai;2022-02-04;215;6
Oslo;2020-12-15;342;26
Oslo;2024-09-01;342;4
Oslo;2020-11-20;342;5
Istanbul;2021-12-06;70;21
Istanbul;2021-03-30;70;1
Istanbul;2021-01-17;70;13
Lisbon;2021-10-03;108;25
Lisbon;2021-02-23;108;8
Lisbon;2024-06-23;108;1
Sofia;2022-10-19;396;6
Sofia;2025-03-23;396;28
Sofia;2023-11-03;396;22
Antalya;2021-04-13;285;2
Antalya;2021-10-16;285;3
Antalya;2023-05-10;285;4
Cairo;2023-11-27;197;8
Cairo;2022-01-14;197;2
Cairo;2022-08-21;197;44
Split;2020-10-05;312;29
Split;2023-01-17;312;37
Split;2025-01-13;312;1
Beijing;2021-03-25;349;21
Beijing;2023-03-13;349;4
Beijing;2025-05-27;349;10
Cairo;2023-04-12;75;1
Cairo;2020-05-18;75;11
Cairo;2024-07-19;75;16
Zurich;2025-05-15;284;25
Zurich;2020-07-18;284;18
Zurich;2025-11-25;284;25
Venice;2025-10-18;132;26
Venice;2024-06-30;132;33
Venice;2023-06-23;132;2
Gdansk;2024-02-08;244;14
Gdansk;2021-09-18;244;3
Gdansk;2023-06-24;244;26
Tokyo;2023-06-21;197;1
Tokyo;2022-04-27;197;18
Tokyo;2023-10-06;197;32
Porto;2022-08-12;61;12
Porto;2024-08-16;61;13
Porto;2021-12-06;61;12
Montreal;2024-07-23;274;25
Montreal;2023-09-25;274;10
Montreal;2025-10-02;274;2
Dubrovnik;2024-08-15;300;3
Dubrovnik;2025-08-25;300;3
Dubrovnik;2021-11-05;300;23
Mumbai;2023-12-31;257;3
Mumbai;2024-08-10;257;21
Mumbai;2024-05-10;257;2
Bergen;2025-02-12;86;1
Bergen;2025-06-09;86;15
Bergen;2020-01-14;86;5
Warsaw;2025-11-06;303;5
Warsaw;2023-01-17;303;12
Warsaw;2023-11-20;303;8
Istanbul;2022-10-11;382;36
Istanbul;2022-09-17;382;14
Istanbul;2022-10-17;382;1
Ostrava;2024-03-14;176;12
Ostrava;2025-03-23;176;6
Ostrava;2022-11-08;176;21
Copenhagen;2022-01-30;322;1
Copenhagen;2022-01-22;322;14
Copenhagen;2024-09-20;322;25
Berlin;2020-06-20;48;24
Berlin;2025-10-14;48;8
Berlin;2020-01-26;48;34
Munich;2024-05-29;277;22
Munich;2021-03-17;277;11
Munich;2021-11-12;277;18
Dubrovnik;2023-09-23;341;18
Dubrovnik;2025-07-05;341;10
Dubrovnik;2020-09-16;341;6
Burgas;2025-08-09;244;18
Burgas;2021-06-04;244;10
Burgas;2022-04-10;244;1
Burgas;2021-05-17;303;17
Burgas;2025-08-30;303;32
Burgas;2021-12-04;303;40
Hammamet;2025-08-29;255;30
Hammamet;2022-09-13;255;3
Hammamet;2024-03-24;255;1
Edinburgh;2024-02-29;202;11
Edinburgh;2025-08-13;202;13
Edinburgh;2023-08-25;202;8
Sydney;2020-05-18;284;28
Sydney;2023-02-20;284;39
Sydney;2024-12-17;284;10
Porto;2020-10-19;228;39
Porto;2023-06-10;228;16
Porto;2020-05-22;228;12
Montreal;2025-11-15;234;11
Montreal;2024-10-20;234;24
Montreal;2023-07-07;234;32
Mumbai;2020-07-16;280;26
Mumbai;2021-12-21;280;21
Mumbai;2020-03-18;280;18
Delhi;2021-08-30;263;24
Delhi;2025-11-16;263;37
Delhi;2025-11-26;263;10
Venice;2020-06-28;121;6
Venice;2025-08-11;121;36
Venice;2025-03-18;121;12
Rotterdam;2021-03-23;239;12
Rotterdam;2024-09-01;239;29
Rotterdam;2020-04-10;239;2
New York;2021-11-18;68;22
New York;2024-09-17;68;9
New York;2023-01-18;68;20
Salzburg;2025-12-19;156;9
Salzburg;2020-10-16;156;5
Salzburg;2022-09-27;156;13
Krakow;2022-08-18;285;4
Krakow;2025-10-16;285;31
Krakow;2024-02-02;285;26
Dublin;2021-09-17;283;17
Dublin;2021-07-07;283;3
Dublin;2024-04-07;283;5
Cairo;2021-01-29;197;41
Cairo;2020-10-12;197;4
Cairo;2021-04-26;197;23
Gothenburg;2021-04-20;224;11
Gothenburg;2020-09-21;224;1
Gothenburg;2024-01-21;224;42
Burgas;2021-02-27;79;26
Burgas;2023-01-15;79;13
Burgas;2024-12-25;79;7
Dubrovnik;2024-06-03;151;4
Dubrovnik;2020-11-11;151;8
Dubrovnik;2024-06-19;151;34
Akureyri;2021-03-13;367;15
Akureyri;2021-02-10;367;12
Akureyri;2020-01-24;367;8
Aarhus;2023-10-12;385;38
Aarhus;2023-03-11;385;3
Aarhus;2023-11-15;385;1
Paris;2020-09-03;308;4
Paris;2021-03-24;308;7
Paris;2024-05-04;308;4
Cork;2022-02-22;382;12
Cork;2021-05-28;382;22
Cork;2023-02-14;382;4
Split;2024-08-09;203;16
Split;2020-11-10;203;16
Split;2024-03-20;203;15
Barcelona;2022-08-30;144;21
Barcelona;2022-04-22;144;20
Barcelona;2021-04-25;144;2
Rome;2022-05-25;358;11
Rome;2023-12-08;358;7
Rome;2020-04-15;358;11
Antalya;2023-03-09;100;9
Antalya;2023-09-09;100;9
Antalya;2022-02-28;100;22
Brussels;2024-11-14;206;14
Brussels;2023-09-14;206;4
Brussels;2021-09-08;206;21
Valencia;2022-09-22;222;12
Valencia;2025-11-02;222;11
Valencia;2021-01-25;222;26
Burgas;2020-12-09;373;7
Burgas;2024-05-10;373;38
Burgas;2020-07-09;373;13
Casablanca;2022-07-09;159;12
Casablanca;2020-06-18;159;2
Casablanca;2020-11-17;159;5
Warsaw;2021-07-05;354;2
Warsaw;2021-04-17;354;12
Warsaw;2025-07-11;354;21
Antwerp;2022-08-23;331;8
Antwerp;2020-09-19;331;9
Antwerp;2024-12-25;331;32
Copenhagen;2021-08-13;92;21
Copenhagen;2020-07-09;92;25
Copenhagen;2024-07-08;92;13
Casablanca;2024-05-03;49;2
Casablanca;2020-08-20;49;6
Casablanca;2025-04-21;49;40
New York;2023-07-13;50;27
New York;2020-02-08;50;10
New York;2021-03-29;50;19
Casablanca;2025-01-09;42;22
Casablanca;2020-01-11;42;3
Casablanca;2024-06-13;42;16
Porto;2021-01-26;391;8
Porto;2023-07-01;391;12
Porto;2020-01-10;391;9
Zurich;2022-03-22;193;27
Zurich;2022-11-13;193;9
Zurich;2022-10-17;193;25
Tokyo;2023-07-17;203;12
Tokyo;2024-02-10;203;41
Tokyo;2025-12-06;203;45
Copenhagen;2020-04-01;184;6
Copenhagen;2025-02-08;184;11
Copenhagen;2023-07-25;184;10
Salzburg;2020-10-25;71;12
Salzburg;2023-05-10;71;29
Salzburg;2023-11-21;71;1
Osaka;2020-02-11;290;1
Osaka;2023-01-23;290;3
Osaka;2023-02-24;290;25
Delhi;2022-11-20;221;17
Delhi;2023-04-02;221;32
Delhi;2023-06-14;221;44
Salzburg;2025-01-21;320;7
Salzburg;2021-05-15;320;8
Salzburg;2025-11-11;320;3
Salzburg;2022-03-19;114;2
Salzburg;2022-08-31;114;19
Salzburg;2020-08-03;114;18
Vienna;2024-08-05;296;35
Vienna;2025-05-04;296;2
Vienna;2023-06-09;296;32
Antwerp;2024-08-18;325;33
Antwerp;2020-08-16;325;19
Antwerp;2023-08-15;325;9
Berlin;2022-04-28;162;14
Berlin;2021-03-21;162;9
Berlin;2025-12-21;162;47
Brussels;2020-11-01;234;18
Brussels;2022-12-06;234;14
Brussels;2021-04-11;234;48
Nice;2024-06-28;55;8
Nice;2022-10-24;55;3
Nice;2024-04-26;55;9
Antalya;2020-11-30;398;3
Antalya;2024-05-06;398;8
Antalya;2022-12-13;398;4
Porto;2020-01-31;241;23
Porto;2024-05-12;241;7
Porto;2024-11-28;241;5
Venice;2024-03-10;398;14
Venice;2025-06-12;398;19
Venice;2022-03-06;398;35
Athens;2020-11-30;133;20
Athens;2024-06-09;133;6
