IdHotelu;Nazwa;Adres;StandardHotelu;ZakresWyzywienia;LiczbaPokoi2;LiczbaPokoi3;LiczbaPokoi4;Udogodnienie
212;Hotel_Dublin_212;Ul. Plażowa 189, Dublin, Ireland;3;półpension;57;28;8;Usługa pralni i prasowania
213;Hotel_Dublin_213;Ul. Główna 146, Dublin, Ireland;3;śniadania;141;25;28;Całodobowa recepcja
214;Hotel_Dublin_214;Ul. Przykładowa 54, Dublin, Ireland;5;bez wyżywienia;30;24;22;Udogodnienia dla rodzin
215;Hotel_Dublin_215;Ul. Główna 7, Dublin, Ireland;2;bez wyżywienia;124;40;12;Spa i strefa wellness
216;Hotel_Cork_216;Ul. Kwiatowa 167, Cork, Ireland;4;pełne wyżywienie;53;36;1;Śniadanie w cenie
217;Hotel_Cork_217;Ul. Kwiatowa 241, Cork, Ireland;3;śniadania;39;23;19;Transfer z/na lotnisko
218;Hotel_Cork_218;Ul. Centralna 274, Cork, Ireland;3;śniadania;40;11;9;Centrum biznesowe / sala konferencyjna
219;Hotel_Reykjavik_219;Ul. Przykładowa 39, Reykjavik, Iceland;5;śniadania;72;42;23;Klimatyzacja w pokojach
220;Hotel_Reykjavik_220;Ul. Główna 55, Reykjavik, Iceland;3;bez wyżywienia;12;6;0;Klimatyzacja w pokojach
221;Hotel_Akureyri_221;Ul. Przykładowa 154, Akureyri, Iceland;3;półpension;63;48;9;Udogodnienia dla osób niepełnosprawnych
222;Hotel_Akureyri_222;Ul. Centralna 232, Akureyri, Iceland;5;pełne wyżywienie;53;3;10;Restauracja lub bar hotelowy
223;Hotel_Akureyri_223;Ul. Kwiatowa 289, Akureyri, Iceland;3;bez wyżywienia;27;48;16;Udogodnienia dla rodzin
224;Hotel_Akureyri_224;Ul. Przykładowa 206, Akureyri, Iceland;3;bez wyżywienia;85;20;4;Usługa pralni i prasowania
225;Hotel_Akureyri_225;Ul. Przykładowa 192, Akureyri, Iceland;3;śniadania;178;9;14;Parking (bezpłatny lub płatny)
226;Hotel_Warsaw_226;Ul. Plażowa 89, Warsaw, Poland;3;bez wyżywienia;30;25;18;Śniadanie w cenie
227;Hotel_Warsaw_227;Ul. Centralna 96, Warsaw, Poland;4;pełne wyżywienie;98;4;9;Mini bar lub lodówka
228;Hotel_Krakow_228;Ul. Główna 285, Krakow, Poland;2;śniadania;23;4;18;Czajnik, kawa i herbata w pokoju
229;Hotel_Krakow_229;Ul. Przykładowa 256, Krakow, Poland;3;pełne wyżywienie;171;26;11;Usługa pralni i prasowania
230;Hotel_Krakow_230;Ul. Centralna 234, Krakow, Poland;4;śniadania;52;21;4;Klimatyzacja w pokojach
231;Hotel_Gdansk_231;Ul. Główna 128, Gdansk, Poland;5;pełne wyżywienie;62;1;6;Śniadanie w cenie
232;Hotel_Gdansk_232;Ul. Kwiatowa 125, Gdansk, Poland;5;półpension;151;33;14;Usługa pralni i prasowania
