IdHotelu;Nazwa;Adres;StandardHotelu;ZakresWyzywienia;LiczbaPokoi2;LiczbaPokoi3;LiczbaPokoi4;Udogodnienie
207;Hotel_Mumbaj_207;Ul. Przykładowa 229, Mumbaj, Indie;3;śniadania;111;38;10;Restauracja lub bar hotelowy
208;Hotel_Delhi_208;Ul. Przykładowa 66, Delhi, Indie;1;pełne wyżywienie;157;18;4;Parking (bezpłatny lub płatny)
209;Hotel_Delhi_209;Ul. Główna 290, Delhi, Indie;4;pełne wyżywienie;115;45;15;Śniadanie w cenie
210;Hotel_Dublin_210;Ul. Kwiatowa 162, Dublin, Irlandia;2;bez wyżywienia;66;17;4;Całodobowa recepcja
211;Hotel_Dublin_211;Ul. Centralna 188, Dublin, Irlandia;5;bez wyżywienia;12;33;10;Spa i strefa wellness
212;Hotel_Dublin_212;Ul. Główna 136, Dublin, Irlandia;3;śniadania;187;33;5;Udogodnienia dla rodzin
213;Hotel_Dublin_213;Ul. Centralna 277, Dublin, Irlandia;3;bez wyżywienia;18;4;6;Mini bar lub lodówka
214;Hotel_Cork_214;Ul. Przykładowa 138, Cork, Irlandia;3;bez wyżywienia;24;35;8;Bezpłatne Wi-Fi
215;Hotel_Cork_215;Ul. Główna 149, Cork, Irlandia;1;pełne wyżywienie;184;12;15;Transfer z/na lotnisko
216;Hotel_Cork_216;Ul. Centralna 261, Cork, Irlandia;5;półpension;72;31;6;Przechowalnia bagażu
217;Hotel_Cork_217;Ul. Centralna 118, Cork, Irlandia;4;śniadania;65;19;17;Obsługa pokojowa (room service)
218;Hotel_Cork_218;Ul. Przykładowa 152, Cork, Irlandia;4;pełne wyżywienie;138;31;8;Sejf w pokoju lub w recepcji
219;Hotel_Reykjavik_219;Ul. Centralna 26, Reykjavik, Islandia;5;bez wyżywienia;85;28;29;Obsługa pokojowa (room service)
220;Hotel_Reykjavik_220;Ul. Kwiatowa 122, Reykjavik, Islandia;4;pełne wyżywienie;127;6;27;Parking (bezpłatny lub płatny)
221;Hotel_Reykjavik_221;Ul. Plażowa 222, Reykjavik, Islandia;5;półpension;49;34;20;Czajnik, kawa i herbata w pokoju
222;Hotel_Reykjavik_222;Ul. Kwiatowa 215, Reykjavik, Islandia;3;śniadania;177;15;24;Całodobowa recepcja
223;Hotel_Akureyri_223;Ul. Plażowa 164, Akureyri, Islandia;4;pełne wyżywienie;184;25;1;Transfer z/na lotnisko
224;Hotel_Akureyri_224;Ul. Plażowa 201, Akureyri, Islandia;5;półpension;85;49;2;Basen (kryty lub odkryty)
225;Hotel_Warszawa_225;Ul. Plażowa 189, Warszawa, Polska;3;półpension;57;28;8;Usługa pralni i prasowania
226;Hotel_Warszawa_226;Ul. Główna 146, Warszawa, Polska;3;śniadania;141;25;28;Całodobowa recepcja
227;Hotel_Warszawa_227;Ul. Przykładowa 54, Warszawa, Polska;5;bez wyżywienia;30;24;22;Udogodnienia dla rodzin
228;Hotel_Warszawa_228;Ul. Główna 7, Warszawa, Polska;2;bez wyżywienia;124;40;12;Spa i strefa wellness
229;Hotel_Kraków_229;Ul. Kwiatowa 167, Kraków, Polska;4;pełne wyżywienie;53;36;1;Śniadanie w cenie
230;Hotel_Kraków_230;Ul. Kwiatowa 241, Kraków, Polska;3;śniadania;39;23;19;Transfer z/na lotnisko
231;Hotel_Kraków_231;Ul. Centralna 274, Kraków, Polska;3;śniadania;40;11;9;Centrum biznesowe / sala konferencyjna
232;Hotel_Gdańsk_232;Ul. Przykładowa 39, Gdańsk, Polska;5;śniadania;72;42;23;Klimatyzacja w pokojach
233;Hotel_Gdańsk_233;Ul. Główna 55, Gdańsk, Polska;3;bez wyżywienia;12;6;0;Klimatyzacja w pokojach
