IdHotelu;Nazwa;Adres;StandardHotelu;ZakresWyzywienia;LiczbaPokoi2;LiczbaPokoi3;LiczbaPokoi4;Udogodnienie
212;Hotel_Dublin_212;Ul. Przykladowa 279, Dublin, Ireland;3;bez wyzywienia;14;28;27;Restauracja lub bar hotelowy
213;Hotel_Dublin_213;Ul. Glowna 214, Dublin, Ireland;4;sniadania;36;26;22;Obsluga pokojowa (room service)
214;Hotel_Dublin_214;Ul. Centralna 105, Dublin, Ireland;3;bez wyzywienia;102;13;8;Spa i strefa wellness
215;Hotel_Cork_215;Ul. Glowna 14, Cork, Ireland;3;polpension;36;20;24;Transfer z/na lotnisko
216;Hotel_Cork_216;Ul. Przykladowa 3, Cork, Ireland;4;polpension;7;16;9;Basen (kryty lub odkryty)
217;Hotel_Cork_217;Ul. Centralna 63, Cork, Ireland;5;bez wyzywienia;78;22;0;Telewizor z serwisami streamingowymi
218;Hotel_Reykjavik_218;Ul. Kwiatowa 108, Reykjavik, Iceland;3;bez wyzywienia;179;37;1;Klimatyzacja w pokojach
219;Hotel_Reykjavik_219;Ul. Plazowa 237, Reykjavik, Iceland;3;sniadania;189;20;7;Telewizor z serwisami streamingowymi
220;Hotel_Reykjavik_220;Ul. Plazowa 102, Reykjavik, Iceland;4;bez wyzywienia;112;27;27;Centrum biznesowe / sala konferencyjna
221;Hotel_Akureyri_221;Ul. Kwiatowa 213, Akureyri, Iceland;5;polpension;67;4;20;Transfer z/na lotnisko
222;Hotel_Akureyri_222;Ul. Centralna 269, Akureyri, Iceland;4;polpension;112;34;11;Transfer z/na lotnisko
223;Hotel_Akureyri_223;Ul. Przykladowa 95, Akureyri, Iceland;4;bez wyzywienia;6;25;8;Czajnik, kawa i herbata w pokoju
224;Hotel_Akureyri_224;Ul. Centralna 61, Akureyri, Iceland;5;pelne wyzywienie;177;30;24;Parking (bezplatny lub platny)
225;Hotel_Warsaw_225;Ul. Kwiatowa 5, Warsaw, Poland;4;pelne wyzywienie;94;49;10;Usluga pralni i prasowania
226;Hotel_Warsaw_226;Ul. Plazowa 110, Warsaw, Poland;3;sniadania;185;19;5;Spa i strefa wellness
227;Hotel_Warsaw_227;Ul. Przykladowa 215, Warsaw, Poland;1;polpension;118;24;20;Mini bar lub lodowka
228;Hotel_Warsaw_228;Ul. Kwiatowa 135, Warsaw, Poland;3;sniadania;126;30;7;Przechowalnia bagazu
229;Hotel_Krakow_229;Ul. Kwiatowa 142, Krakow, Poland;5;bez wyzywienia;33;15;12;Czajnik, kawa i herbata w pokoju
230;Hotel_Krakow_230;Ul. Kwiatowa 154, Krakow, Poland;4;bez wyzywienia;177;13;25;Telewizor z serwisami streamingowymi
231;Hotel_Krakow_231;Ul. Plazowa 155, Krakow, Poland;3;pelne wyzywienie;81;28;3;Obsluga pokojowa (room service)
232;Hotel_Krakow_232;Ul. Przykladowa 189, Krakow, Poland;5;bez wyzywienia;30;3;18;Sejf w pokoju lub w recepcji
233;Hotel_Gdansk_233;Ul. Przykladowa 210, Gdansk, Poland;3;pelne wyzywienie;158;23;17;Udogodnienia dla osob niepelnosprawnych
234;Hotel_Gdansk_234;Ul. Kwiatowa 130, Gdansk, Poland;5;pelne wyzywienie;81;5;17;Spa i strefa wellness
